category,order_date,qty_ordered,price,unique_skus
Computing,2021-07-03,19.0,22.899999999999995,3
Computing,2021-07-04,55.0,348.4111111111111,9
Computing,2021-07-05,26.0,160.53333333333333,9
Computing,2021-07-07,6.0,103.5,2
Computing,2021-07-08,45.0,70.86666666666666,15
Computing,2021-07-09,11.0,634.0833333333334,6
Computing,2021-07-10,8.0,66.175,3
Computing,2021-07-11,58.0,262.46,12
Computing,2021-07-12,6.0,87.13333333333333,3
Computing,2021-07-13,10.0,425.34,5
Computing,2021-07-14,8.0,158.575,4
Computing,2021-07-15,7.0,55.96666666666667,3
Computing,2021-07-16,13.0,60.875,4
Computing,2021-07-17,6.0,325.9,3
Computing,2021-07-18,10.0,137.04000000000002,5
Computing,2021-07-20,4.0,42.45,2
Computing,2021-07-21,4.0,46.9,2
Computing,2021-07-22,6.0,105.46666666666665,3
Computing,2021-07-23,33.0,709.2428571428571,13
Computing,2021-07-24,12.0,1670.9166666666667,6
Computing,2021-07-25,31.0,1221.98,10
Computing,2021-07-26,6.0,251.20000000000002,3
Computing,2021-07-27,24.0,771.9499999999999,12
Computing,2021-07-28,13.0,188.0666666666667,6
Computing,2021-07-29,9.0,457.41999999999996,5
Computing,2021-07-30,29.0,315.94545454545454,11
Computing,2021-07-31,43.0,147.41,10
Computing,2021-08-01,92.0,640.4235294117648,17
Computing,2021-08-02,6.0,194.96666666666667,3
Computing,2021-08-03,13.0,64.80833333333334,6
Computing,2021-08-04,6.0,395.26666666666665,3
Computing,2021-08-05,2.0,203.0,1
Computing,2021-08-06,4.0,306.96666666666664,2
Computing,2021-08-07,6.0,56.5,1
Computing,2021-08-08,2.0,245.0,1
Computing,2021-08-09,4.0,783.6500000000001,2
Computing,2021-08-10,6.0,59.9,3
Computing,2021-08-11,10.0,90.56,5
Computing,2021-08-12,19.0,34.68,5
Computing,2021-08-13,2.0,39.9,1
Computing,2021-08-14,1.0,1000.0,1
Computing,2021-08-15,33.0,141.0,11
Computing,2021-08-16,6.0,49.96666666666667,3
Computing,2021-08-17,6.0,104.435,3
Computing,2021-08-18,14.0,666.6857142857143,7
Computing,2021-08-19,2.0,13917.5,1
Computing,2021-08-20,8.0,126.35,4
Computing,2021-08-21,3.0,257.5,2
Computing,2021-08-22,17.0,472.26000000000005,5
Computing,2021-08-23,4.0,1901.7,2
Computing,2021-08-24,4.0,724.75,2
Computing,2021-08-25,10.0,208.78000000000003,5
Computing,2021-08-26,2.0,56.4,1
Computing,2021-08-27,2.0,1770.8,1
Computing,2021-08-28,4.0,195.45,2
Computing,2021-08-29,13.0,241.95000000000002,6
Computing,2021-08-30,6.0,319.23333333333335,3
Computing,2021-08-31,4.0,252.05,2
Computing,2021-09-01,12.0,413.2166666666667,6
Computing,2021-09-02,4.0,255.2,2
Computing,2021-09-03,6.0,80.0,3
Computing,2021-09-04,2.0,99.9,1
Computing,2021-09-05,6.0,427.8666666666666,3
Computing,2021-09-06,4.0,64.9,2
Computing,2021-09-07,4.0,330.2,2
Computing,2021-09-08,8.0,515.8000000000001,4
Computing,2021-09-09,12.0,736.1,6
Computing,2021-09-10,2.0,1770.8,1
Computing,2021-09-11,4.0,54.95,2
Computing,2021-09-12,8.0,26.75,4
Computing,2021-09-14,59.0,679.190909090909,9
Computing,2021-09-15,40.0,658.7312499999999,14
Computing,2021-09-16,94.0,1181.0926829268292,15
Computing,2021-09-17,4.0,128.5,2
Computing,2021-09-18,8.0,366.17499999999995,4
Computing,2021-09-19,103.0,469.0045454545454,10
Computing,2021-09-20,6.0,136.56666666666666,3
Computing,2021-09-21,17.0,373.7,7
Computing,2021-09-25,2.0,19.0,1
Computing,2021-09-26,4.0,20.5,2
Computing,2021-09-27,2.0,39.9,1
Computing,2021-09-29,2.0,1284.2,1
Entertainment,2020-10-01,4.0,59.95,2
Entertainment,2020-10-02,3.0,223.45,2
Entertainment,2020-10-03,10.0,1903.78,4
Entertainment,2020-10-05,6.0,2624.8333333333335,3
Entertainment,2020-10-06,6.0,272.5,3
Entertainment,2020-10-07,4.0,1031.0,2
Entertainment,2020-10-08,8.0,1377.625,4
Entertainment,2020-10-09,5.0,1042.6000000000001,3
Entertainment,2020-10-14,2.0,144.5,1
Entertainment,2020-10-16,2.0,63.0,1
Entertainment,2020-10-17,4.0,1896.0,1
Entertainment,2020-10-18,6.0,2751.6666666666665,3
Entertainment,2020-10-19,4.0,551.25,2
Entertainment,2020-10-21,3.0,152.75,2
Entertainment,2020-10-24,19.0,2153.7999999999997,6
Entertainment,2020-10-26,2.0,177.6,1
Entertainment,2020-10-28,2.0,144.5,1
Entertainment,2020-10-29,7.0,2527.4848333333334,4
Entertainment,2020-10-30,6.0,2586.3333333333335,4
Entertainment,2020-10-31,66.0,2031.725806451613,5
Entertainment,2020-11-04,2.0,150.0,1
Entertainment,2020-11-05,12.0,1977.8999999999999,2
Entertainment,2020-11-06,84.0,2396.597619047619,10
Entertainment,2020-11-07,138.0,1756.7574074074073,6
Entertainment,2020-11-08,12.0,1584.8625,3
Entertainment,2020-11-09,17.0,1853.4285714285713,2
Entertainment,2020-11-10,6.0,1833.5,1
Entertainment,2020-11-11,6.0,1833.5,1
Entertainment,2020-11-12,467.0,1287.2609929078014,24
Entertainment,2020-11-13,14.0,1909.7857142857142,3
Entertainment,2020-11-14,15.0,1882.7625,6
Entertainment,2020-11-15,12.0,842.7625,4
Entertainment,2020-11-16,4.0,1239.75,2
Entertainment,2020-11-17,4.0,554.9,2
Entertainment,2020-11-18,6.0,1685.1666666666667,2
Entertainment,2020-11-19,4.0,1272.25,2
Entertainment,2020-11-20,9.0,1117.025,3
Entertainment,2020-11-21,30.0,1687.8266666666668,6
Entertainment,2020-11-22,13.0,1473.3500000000001,6
Entertainment,2020-11-23,4.0,1862.0,2
Entertainment,2020-11-24,6.0,366.8,3
Entertainment,2020-11-25,2.0,1833.5,1
Entertainment,2020-11-26,6.0,1488.9666666666665,3
Entertainment,2020-11-27,12.0,1723.2833333333335,3
Entertainment,2020-11-28,20.0,1656.0,7
Entertainment,2020-11-29,6.0,1151.35,4
Entertainment,2020-11-30,6.0,2946.0,3
Entertainment,2020-12-01,8.0,2041.125,3
Entertainment,2020-12-02,8.0,534.3,4
Entertainment,2020-12-05,22.0,2081.4583333333335,5
Entertainment,2020-12-06,135.0,1733.927906976744,5
Entertainment,2020-12-08,8.0,1275.0,4
Entertainment,2020-12-09,4.0,1059.9,2
Entertainment,2020-12-10,4.0,261.95,2
Entertainment,2020-12-11,4.0,1854.2,2
Entertainment,2020-12-12,18.0,2920.0333333333333,3
Entertainment,2020-12-13,138.0,2006.6347826086956,3
Entertainment,2020-12-14,62.0,1877.7290322580645,3
Entertainment,2020-12-15,2.0,1943.8,1
Entertainment,2020-12-17,5.0,2793.2,2
Entertainment,2020-12-18,6.0,1401.0666666666666,3
Entertainment,2020-12-19,16.0,1070.8625,8
Entertainment,2020-12-20,609.3800000000003,2120.4510431654676,64
Entertainment,2020-12-21,609.3800000000003,1916.7604575163398,53
Entertainment,2020-12-22,382.0,2220.5609375,40
Entertainment,2020-12-23,217.0,2142.691150442478,43
Entertainment,2020-12-24,582.0,2317.5194846416384,44
Entertainment,2020-12-25,329.0,2087.4139393939395,53
Entertainment,2020-12-26,295.0,2260.9587096774194,44
Entertainment,2020-12-27,609.3800000000003,2092.712068965517,65
Entertainment,2020-12-28,252.0,2071.91328125,35
Entertainment,2020-12-29,477.0,2137.112280701754,36
Entertainment,2020-12-30,37.0,1707.440909090909,15
Entertainment,2020-12-31,22.0,2181.072727272727,7
Entertainment,2021-01-01,14.0,1531.5428571428572,6
Entertainment,2021-01-02,49.0,1769.1692307692308,9
Entertainment,2021-01-03,12.0,1216.06,5
Entertainment,2021-01-04,8.0,1809.65,4
Entertainment,2021-01-05,4.0,2075.45,2
Entertainment,2021-01-06,40.0,1856.5549999999998,3
Entertainment,2021-01-07,6.0,403.26666666666665,3
Entertainment,2021-01-08,2.0,229.7,1
Entertainment,2021-01-09,27.0,2018.62,11
Entertainment,2021-01-10,21.0,1671.9900000000002,10
Entertainment,2021-01-11,2.0,25.0,1
Entertainment,2021-01-12,5.0,34.5,2
Entertainment,2021-01-13,6.0,970.8333333333334,3
Entertainment,2021-01-14,6.0,1911.9696666666666,2
Entertainment,2021-01-15,8.0,1281.85,4
Entertainment,2021-01-16,7.0,578.3333333333334,3
Entertainment,2021-01-17,2.0,590.0,1
Entertainment,2021-01-18,2.0,34.0,1
Entertainment,2021-01-19,4.0,159.9,2
Entertainment,2021-01-20,2.0,842.6,1
Entertainment,2021-01-21,5.0,224.4,2
Entertainment,2021-01-22,4.0,1450.95,2
Entertainment,2021-01-23,10.0,181.44,5
Entertainment,2021-01-24,2.0,137.5,1
Entertainment,2021-01-25,6.0,416.59999999999997,3
Entertainment,2021-01-26,10.0,627.02,5
Entertainment,2021-01-27,6.0,1762.4666666666665,3
Entertainment,2021-01-28,6.0,1263.0333333333333,3
Entertainment,2021-01-29,2.0,219.0,1
Entertainment,2021-01-30,4.0,564.15,2
Entertainment,2021-01-31,18.0,816.3666666666667,6
Entertainment,2021-02-01,4.0,1059.0,2
Entertainment,2021-02-02,4.0,237.6,2
Entertainment,2021-02-03,59.0,2096.78,7
Entertainment,2021-02-04,7.0,1341.025,4
Entertainment,2021-02-05,29.0,1857.0703703703705,3
Entertainment,2021-02-06,12.0,1300.8428571428572,6
Entertainment,2021-02-07,30.0,1508.8166666666668,5
Entertainment,2021-02-08,8.0,835.45,4
Entertainment,2021-02-09,4.0,871.3000000000001,2
Entertainment,2021-02-11,8.0,1112.5,2
Entertainment,2021-02-12,13.0,1395.8600000000001,3
Entertainment,2021-02-14,27.0,1090.3636363636363,9
Entertainment,2021-02-15,2.0,89.9,1
Entertainment,2021-02-16,4.0,1664.3,2
Entertainment,2021-02-18,2.0,2031.5,1
Entertainment,2021-02-19,4.0,215.7,2
Entertainment,2021-02-22,2.0,1120.0,1
Entertainment,2021-02-25,2.0,187.4,1
Entertainment,2021-02-26,6.0,114.16666666666667,3
Entertainment,2021-02-27,4.0,1254.05,2
Entertainment,2021-02-28,3.0,44.4,1
Entertainment,2021-03-01,66.0,1023.5923076923077,17
Entertainment,2021-03-04,4.0,87.36500000000001,2
Entertainment,2021-03-05,2.0,229.8,1
Entertainment,2021-03-07,4.0,213.45,2
Entertainment,2021-03-08,8.0,340.875,3
Entertainment,2021-03-09,4.0,1501.7,2
Entertainment,2021-03-10,4.0,1059.9,2
Entertainment,2021-03-11,4.0,1050.7,2
Entertainment,2021-03-12,12.0,368.9666666666667,6
Entertainment,2021-03-13,4.0,193.65,2
Entertainment,2021-03-14,17.0,304.82000000000005,5
Entertainment,2021-03-15,13.0,322.95,2
Entertainment,2021-03-16,44.0,747.28,5
Entertainment,2021-03-17,33.0,59.666666666666664,2
Entertainment,2021-03-18,23.0,315.975,4
Entertainment,2021-03-19,31.0,666.65,5
Entertainment,2021-03-20,7.0,2070.0333333333333,2
Entertainment,2021-03-21,117.0,2338.61875,14
Entertainment,2021-03-22,189.0,2301.260909090909,17
Entertainment,2021-03-23,152.0,2026.39125,18
Entertainment,2021-03-24,609.3800000000003,2067.933625730994,19
Entertainment,2021-03-25,218.0,2191.8161016949152,13
Entertainment,2021-03-26,88.0,1943.6341463414635,12
Entertainment,2021-03-27,223.0,1954.1201754385966,9
Entertainment,2021-03-28,137.0,1909.1568181818182,12
Entertainment,2021-03-29,112.0,1850.5295081967213,8
Entertainment,2021-03-30,56.0,1917.6129032258063,4
Entertainment,2021-03-31,252.0,1908.5033613445378,13
Entertainment,2021-04-01,502.0,1973.6632743362834,22
Entertainment,2021-04-02,39.0,2197.147619047619,13
Entertainment,2021-04-03,20.0,1908.67,8
Entertainment,2021-04-04,317.0,2601.0575163398694,15
Entertainment,2021-04-05,5.0,2838.4,3
Entertainment,2021-04-06,26.0,1517.9285714285713,9
Entertainment,2021-04-07,34.0,2720.5904761904762,10
Entertainment,2021-04-08,52.0,2238.8846153846152,15
Entertainment,2021-04-09,76.0,1899.1685714285713,13
Entertainment,2021-04-10,45.0,1757.3863636363637,9
Entertainment,2021-04-11,159.0,2627.1578313253012,17
Entertainment,2021-04-12,71.0,1814.4513513513514,8
Entertainment,2021-04-13,40.0,1746.3400000000001,7
Entertainment,2021-04-14,90.0,1970.9155555555556,9
Entertainment,2021-04-15,64.0,1942.516129032258,11
Entertainment,2021-04-16,383.0,2025.2689655172412,20
Entertainment,2021-04-17,263.0,1940.1983050847457,15
Entertainment,2021-04-18,142.0,1949.7805970149254,12
Entertainment,2021-04-19,4.0,449.7,2
Entertainment,2021-04-21,8.0,362.375,4
Entertainment,2021-04-22,4.0,1385.2,2
Entertainment,2021-04-23,2.0,1979.2,1
Entertainment,2021-04-24,17.0,111.1,5
Entertainment,2021-04-25,160.0,1595.3227848101267,23
Entertainment,2021-04-26,85.0,1400.271052631579,16
Entertainment,2021-04-27,80.0,2355.905128205128,17
Entertainment,2021-04-28,2.0,2944.9,1
Entertainment,2021-04-29,4.0,361.0,2
Entertainment,2021-04-30,8.0,446.15,4
Entertainment,2021-05-01,20.0,1168.08,6
Entertainment,2021-05-02,6.0,2048.3333333333335,3
Entertainment,2021-05-03,4.0,1467.15,2
Entertainment,2021-05-04,4.0,101.95,2
Entertainment,2021-05-05,10.0,304.14,5
Entertainment,2021-05-06,10.0,1269.06,5
Entertainment,2021-05-07,4.0,184.9,2
Entertainment,2021-05-08,16.0,1045.48,4
Entertainment,2021-05-09,4.0,199.05,2
Entertainment,2021-05-10,6.0,1388.0,3
Entertainment,2021-05-11,4.0,172.0,2
Entertainment,2021-05-12,10.0,118.16,5
Entertainment,2021-05-13,2.0,83.2,1
Entertainment,2021-05-14,24.0,67.625,4
Entertainment,2021-05-15,8.0,769.725,4
Entertainment,2021-05-16,11.0,209.3,5
Entertainment,2021-05-17,4.0,988.7,2
Entertainment,2021-05-18,65.0,1559.3652173913044,14
Entertainment,2021-05-19,4.0,111.6,2
Entertainment,2021-05-20,12.0,1272.3999999999999,6
Entertainment,2021-05-21,6.0,118.93333333333334,2
Entertainment,2021-05-22,6.0,707.0,3
Entertainment,2021-05-23,4.0,250.5,2
Entertainment,2021-05-24,4.0,61.9,2
Entertainment,2021-05-25,5.0,92.5,2
Entertainment,2021-05-26,4.0,3410.25,2
Entertainment,2021-05-27,12.0,1235.4,3
Entertainment,2021-05-28,11.0,809.76,5
Entertainment,2021-05-29,8.0,611.9666666666667,3
Entertainment,2021-05-30,4.0,136.4,1
Entertainment,2021-05-31,8.0,354.075,4
Entertainment,2021-06-01,4.0,623.4,2
Entertainment,2021-06-02,12.0,1051.45,6
Entertainment,2021-06-03,6.0,691.6,3
Entertainment,2021-06-04,14.0,2625.2200000000003,5
Entertainment,2021-06-05,6.0,195.29999999999998,3
Entertainment,2021-06-06,223.0,2139.4836363636364,20
Entertainment,2021-06-07,146.0,1921.2574468085108,23
Entertainment,2021-06-08,60.0,2529.8333333333335,14
Entertainment,2021-06-09,207.0,1524.6663551401869,13
Entertainment,2021-06-10,17.0,1565.2232222222221,8
Entertainment,2021-06-11,350.0,1842.6113333333335,35
Entertainment,2021-06-12,117.0,1885.4960784313726,27
Entertainment,2021-06-13,317.0,1447.3140625,33
Entertainment,2021-06-14,28.0,1140.6181818181817,10
Entertainment,2021-06-15,13.0,1716.6714285714286,7
Entertainment,2021-06-16,170.0,1506.128947368421,16
Entertainment,2021-06-17,85.0,1946.568085106383,13
Entertainment,2021-06-18,37.0,1348.3333333333333,9
Entertainment,2021-06-19,70.0,1756.9925925925927,18
Entertainment,2021-06-20,113.0,1839.6448979591837,20
Entertainment,2021-06-21,21.0,1757.723076923077,10
Entertainment,2021-06-22,27.0,1192.6100000000001,5
Entertainment,2021-06-23,21.0,2017.1818181818182,2
Entertainment,2021-06-24,12.0,1732.2333333333336,6
Entertainment,2021-06-25,4.0,4039.75,2
Entertainment,2021-06-26,4.0,444.15,2
Entertainment,2021-06-27,12.0,161.05,4
Entertainment,2021-06-28,8.0,353.25,4
Entertainment,2021-06-29,6.0,127.16666666666667,3
Entertainment,2021-06-30,6.0,46.300000000000004,3
Entertainment,2021-07-01,6.0,1326.0333333333333,3
Entertainment,2021-07-02,9.0,105.5,4
Entertainment,2021-07-03,11.0,3088.44,5
Entertainment,2021-07-04,14.0,1559.92,5
Entertainment,2021-07-05,4.0,1846.35,2
Entertainment,2021-07-06,2.0,242.5,1
Entertainment,2021-07-07,4.0,726.7,2
Entertainment,2021-07-08,8.0,1509.475,4
Entertainment,2021-07-09,10.0,196.38000000000002,5
Entertainment,2021-07-10,4.0,2056.1,2
Entertainment,2021-07-11,35.0,1430.9399999999998,13
Entertainment,2021-07-12,8.0,162.05,4
Entertainment,2021-07-13,2.0,291.6,1
Entertainment,2021-07-14,9.0,361.875,3
Entertainment,2021-07-15,1.0,1019.9,1
Entertainment,2021-07-16,7.0,536.45,2
Entertainment,2021-07-17,15.0,935.1222222222223,9
Entertainment,2021-07-18,12.0,2220.6857142857143,7
Entertainment,2021-07-19,5.0,81.5,2
Entertainment,2021-07-20,3.0,2523.45,2
Entertainment,2021-07-21,2.0,1749.1,2
Entertainment,2021-07-22,13.0,870.3000000000001,8
Entertainment,2021-07-23,11.0,2839.4500000000003,6
Entertainment,2021-07-24,10.0,91.88,5
Entertainment,2021-07-25,57.0,1704.9410256410256,21
Entertainment,2021-07-26,10.0,1619.3714285714286,6
Entertainment,2021-07-27,8.0,631.4,5
Entertainment,2021-07-28,8.0,2732.75,4
Entertainment,2021-07-29,10.0,500.93999999999994,5
Entertainment,2021-07-30,4.0,502.5,2
Entertainment,2021-07-31,3.0,1174.9,2
Entertainment,2021-08-01,27.0,2033.3666666666668,9
Entertainment,2021-08-02,6.0,1648.8,2
Entertainment,2021-08-03,2.0,115.0,1
Entertainment,2021-08-04,14.0,875.8999999999999,7
Entertainment,2021-08-05,11.0,809.26,5
Entertainment,2021-08-06,8.0,152.2,4
Entertainment,2021-08-07,22.0,892.9454545454545,11
Entertainment,2021-08-08,52.0,980.48125,9
Entertainment,2021-08-09,6.0,1850.1666666666667,3
Entertainment,2021-08-10,14.0,353.2714285714286,6
Entertainment,2021-08-11,15.0,449.34999999999997,5
Entertainment,2021-08-12,20.0,1270.625,4
Entertainment,2021-08-13,8.0,653.85,4
Entertainment,2021-08-14,6.0,564.6,3
Entertainment,2021-08-15,8.0,1370.26,4
Entertainment,2021-08-16,7.0,135.56666666666666,3
Entertainment,2021-08-17,14.0,219.54285714285714,7
Entertainment,2021-08-18,6.0,578.0,3
Entertainment,2021-08-19,10.0,1550.96,5
Entertainment,2021-08-20,12.0,1377.9333333333334,3
Entertainment,2021-08-21,6.0,112.56666666666666,3
Entertainment,2021-08-22,29.0,967.642105263158,8
Entertainment,2021-08-23,2.0,823.2,1
Entertainment,2021-08-24,4.0,1267.95,2
Entertainment,2021-08-25,12.0,1705.0,3
Entertainment,2021-08-26,4.0,346.0,2
Entertainment,2021-08-28,9.0,298.7,4
Entertainment,2021-08-29,8.0,1381.0666666666666,2
Entertainment,2021-08-30,4.0,1032.4,2
Entertainment,2021-08-31,4.0,724.95,2
Entertainment,2021-09-02,14.0,438.1666666666667,3
Entertainment,2021-09-03,4.0,186.2,2
Entertainment,2021-09-04,2.0,1155.0,1
Entertainment,2021-09-05,16.0,1011.9272727272728,9
Entertainment,2021-09-06,2.0,999.9,1
Entertainment,2021-09-07,4.0,371.7,2
Entertainment,2021-09-08,10.0,981.7,5
Entertainment,2021-09-11,2.0,89.8,1
Entertainment,2021-09-12,8.0,988.9,4
Entertainment,2021-09-13,2.0,718.9,1
Entertainment,2021-09-14,31.0,1383.0666666666666,9
Entertainment,2021-09-15,101.0,1498.9671641791044,17
Entertainment,2021-09-16,409.0,1684.495406360424,19
Entertainment,2021-09-17,11.0,1411.6000000000001,2
Entertainment,2021-09-18,12.0,971.6333333333333,3
Entertainment,2021-09-19,356.0,2003.5695067264573,11
Entertainment,2021-09-20,6.0,89.63333333333333,3
Entertainment,2021-09-21,8.0,2261.725,4
Entertainment,2021-09-22,5.0,79.9,2
Entertainment,2021-09-23,6.0,231.53333333333333,3
Entertainment,2021-09-24,2.0,1539.9,1
Entertainment,2021-09-25,6.0,1391.0,2
Health & Sports,2020-10-01,42.0,83.42105263157895,16
Health & Sports,2020-10-02,12.0,94.8,5
Health & Sports,2020-10-03,29.0,51.010000000000005,10
Health & Sports,2020-10-04,9.0,244.0,1
Health & Sports,2020-10-05,15.0,94.1,9
Health & Sports,2020-10-06,16.0,60.728571428571435,7
Health & Sports,2020-10-07,12.0,62.06666666666666,6
Health & Sports,2020-10-08,28.0,251.83076923076925,13
Health & Sports,2020-10-09,12.0,109.5,6
Health & Sports,2020-10-10,9.0,330.625,4
Health & Sports,2020-10-11,12.0,108.38333333333333,6
Health & Sports,2020-10-12,15.0,151.95714285714286,6
Health & Sports,2020-10-13,10.0,68.525,3
Health & Sports,2020-10-14,14.0,79.41428571428571,7
Health & Sports,2020-10-15,7.0,46.833333333333336,2
Health & Sports,2020-10-16,10.0,1394.54,5
Health & Sports,2020-10-17,20.0,80.3,8
Health & Sports,2020-10-18,8.0,93.83333333333333,3
Health & Sports,2020-10-19,5.0,39.0,2
Health & Sports,2020-10-20,10.0,95.78,5
Health & Sports,2020-10-21,17.0,100.9875,8
Health & Sports,2020-10-22,30.0,77.97999999999999,5
Health & Sports,2020-10-23,6.0,104.26666666666667,3
Health & Sports,2020-10-24,15.0,75.7,7
Health & Sports,2020-10-25,7.0,150.13333333333333,3
Health & Sports,2020-10-26,26.0,45.24285714285714,6
Health & Sports,2020-10-27,2.0,38.2,1
Health & Sports,2020-10-28,20.0,73.72,10
Health & Sports,2020-10-29,12.0,102.71666666666665,5
Health & Sports,2020-10-30,6.0,111.46666666666665,3
Health & Sports,2020-10-31,24.0,180.20000000000002,6
Health & Sports,2020-11-01,3.0,61.5,1
Health & Sports,2020-11-05,6.0,92.16666666666667,3
Health & Sports,2020-11-06,25.0,54.1875,11
Health & Sports,2020-11-07,13.0,83.68333333333334,6
Health & Sports,2020-11-08,16.0,66.3,7
Health & Sports,2020-11-09,4.0,118.7,2
Health & Sports,2020-11-10,18.0,82.97777777777777,8
Health & Sports,2020-11-11,13.0,51.85,6
Health & Sports,2020-11-12,34.0,202.26363636363638,11
Health & Sports,2020-11-13,10.0,40.82,5
Health & Sports,2020-11-14,17.0,80.8875,7
Health & Sports,2020-11-15,6.0,93.5,3
Health & Sports,2020-11-16,4.0,34.45,2
Health & Sports,2020-11-17,10.0,52.260000000000005,5
Health & Sports,2020-11-18,8.0,85.15,4
Health & Sports,2020-11-19,8.0,80.95,4
Health & Sports,2020-11-20,10.0,77.44,5
Health & Sports,2020-11-21,4.0,97.5,2
Health & Sports,2020-11-22,11.0,140.64999999999998,3
Health & Sports,2020-11-23,9.0,69.95,4
Health & Sports,2020-11-24,11.0,51.666666666666664,3
Health & Sports,2020-11-25,2.0,146.5,1
Health & Sports,2020-11-26,20.0,59.77777777777778,6
Health & Sports,2020-11-27,9.0,86.525,4
Health & Sports,2020-11-28,11.0,132.18,5
Health & Sports,2020-11-29,6.0,49.36666666666667,3
Health & Sports,2020-11-30,16.0,99.7,6
Health & Sports,2020-12-01,12.0,103.39999999999999,6
Health & Sports,2020-12-02,25.0,40.78,9
Health & Sports,2020-12-03,1.0,64.0,1
Health & Sports,2020-12-04,12.0,145.48333333333332,6
Health & Sports,2020-12-05,9.0,54.5,4
Health & Sports,2020-12-06,12.0,111.2,4
Health & Sports,2020-12-07,10.0,208.17999999999998,5
Health & Sports,2020-12-08,8.0,63.375,4
Health & Sports,2020-12-09,10.0,85.72,4
Health & Sports,2020-12-10,11.0,71.44000000000001,5
Health & Sports,2020-12-11,2.0,99.9,1
Health & Sports,2020-12-12,17.0,87.1875,8
Health & Sports,2020-12-13,8.0,48.525000000000006,4
Health & Sports,2020-12-14,14.0,85.95714285714287,7
Health & Sports,2020-12-15,4.0,147.8,2
Health & Sports,2020-12-16,10.0,102.4,5
Health & Sports,2020-12-17,11.0,57.720000000000006,5
Health & Sports,2020-12-18,6.0,83.3,3
Health & Sports,2020-12-19,19.0,45.97222222222222,7
Health & Sports,2020-12-20,181.0,168.8116883116883,50
Health & Sports,2020-12-21,104.0,113.83260869565218,36
Health & Sports,2020-12-22,99.0,159.3674418604651,31
Health & Sports,2020-12-23,69.0,119.43448275862069,24
Health & Sports,2020-12-24,79.0,96.59714285714286,33
Health & Sports,2020-12-25,83.0,139.85714285714286,29
Health & Sports,2020-12-26,44.0,120.95714285714286,18
Health & Sports,2020-12-27,130.0,139.3310344827586,38
Health & Sports,2020-12-28,69.0,53.7969696969697,26
Health & Sports,2020-12-29,88.0,117.275,34
Health & Sports,2020-12-30,33.0,62.125,16
Health & Sports,2020-12-31,22.0,81.83636363636364,11
Health & Sports,2021-01-01,37.0,45.67777777777778,17
Health & Sports,2021-01-02,22.0,104.31818181818181,10
Health & Sports,2021-01-03,12.0,47.75,6
Health & Sports,2021-01-04,8.0,68.075,4
Health & Sports,2021-01-05,30.0,64.59333333333333,14
Health & Sports,2021-01-06,10.0,54.24000000000001,5
Health & Sports,2021-01-07,17.0,35.628571428571426,5
Health & Sports,2021-01-08,22.0,122.245,9
Health & Sports,2021-01-09,16.0,59.75,8
Health & Sports,2021-01-10,32.0,53.98235294117647,17
Health & Sports,2021-01-11,20.0,61.57777777777778,9
Health & Sports,2021-01-12,8.0,59.23333333333333,3
Health & Sports,2021-01-13,10.0,76.62,5
Health & Sports,2021-01-14,25.0,68.71666666666667,11
Health & Sports,2021-01-15,18.0,55.44,5
Health & Sports,2021-01-16,27.0,41.74166666666667,12
Health & Sports,2021-01-17,21.0,80.95555555555556,9
Health & Sports,2021-01-18,16.0,50.7875,8
Health & Sports,2021-01-19,20.0,38.559999999999995,10
Health & Sports,2021-01-20,13.0,59.13333333333333,6
Health & Sports,2021-01-21,12.0,171.35,6
Health & Sports,2021-01-22,16.0,39.7,8
Health & Sports,2021-01-23,14.0,68.51666666666667,6
Health & Sports,2021-01-24,20.0,53.95,8
Health & Sports,2021-01-25,13.0,52.85,6
Health & Sports,2021-01-26,12.0,41.875,4
Health & Sports,2021-01-27,4.0,74.9,2
Health & Sports,2021-01-28,8.0,64.5,4
Health & Sports,2021-01-29,4.0,84.95,2
Health & Sports,2021-01-30,2.0,38.8,1
Health & Sports,2021-01-31,30.0,61.07692307692308,13
Health & Sports,2021-02-01,12.0,62.800000000000004,6
Health & Sports,2021-02-02,2.0,60.0,1
Health & Sports,2021-02-03,9.0,44.825,4
Health & Sports,2021-02-04,15.0,60.199999999999996,5
Health & Sports,2021-02-05,18.0,55.0625,8
Health & Sports,2021-02-06,10.0,107.43999999999998,5
Health & Sports,2021-02-07,99.0,60.37222222222223,17
Health & Sports,2021-02-08,9.0,54.7,2
Health & Sports,2021-02-09,15.0,55.82857142857143,7
Health & Sports,2021-02-10,24.0,47.98181818181818,10
Health & Sports,2021-02-11,18.0,35.13333333333333,9
Health & Sports,2021-02-12,16.0,50.73333333333333,6
Health & Sports,2021-02-13,18.0,56.125,8
Health & Sports,2021-02-14,492.04999999999967,20.791666666666668,25
Health & Sports,2021-02-15,7.0,179.73333333333335,3
Health & Sports,2021-02-16,4.0,76.9,2
Health & Sports,2021-02-17,20.0,40.125,7
Health & Sports,2021-02-18,50.0,29.330434782608698,22
Health & Sports,2021-02-19,4.0,13.850000000000001,2
Health & Sports,2021-02-20,17.0,36.7,8
Health & Sports,2021-02-21,10.0,93.26,5
Health & Sports,2021-02-22,8.0,65.025,4
Health & Sports,2021-02-23,7.0,71.3,3
Health & Sports,2021-02-24,12.0,55.63333333333333,6
Health & Sports,2021-02-25,27.0,56.81666666666666,12
